Site Label,Collection Site or Zone,Plot,Point,Date,Plant,Rake toss replicate,Rake Fullness
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Eurasian Watermilfoil,3,1
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Small Pondweed,3,3
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Elodea,3,3
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Coontail,3,4
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Curly-leaf Pondweed,3,0
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Flatstem Pondweed,3,1
Court West 1.1,Court West,1,A,2017-07-20,Eurasian Watermilfoil,3,NA
Court West 1.1,Court West,1,A,2017-07-20,Elodea,3,NA
Court West 1.1,Court West,1,A,2017-07-20,Small Pondweed,3,NA
Court West 1.1,Court West,1,A,2017-07-20,Coontail,3,NA
Court West 1.2,Court West,2,A,2017-07-20,Eurasian Watermilfoil,3,NA
Court West 1.2,Court West,2,A,2017-07-20,Elodea,3,NA
Court West 1.2,Court West,2,A,2017-07-20,Small Pondweed,3,NA
Court West 1.2,Court West,2,A,2017-07-20,Coontail,3,NA
Court West 1.2,Court West,2,A,2017-07-20,Curly-leaf Pondweed,3,NA
Court West 1.3,Court West,3,A,2017-07-20,Elodea,3,NA
Court West 1.3,Court West,3,A,2017-07-20,Small Pondweed,3,NA
Court West 1.3,Court West,3,A,2017-07-20,Coontail,3,NA
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Eurasian Watermilfoil,3,NA
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Small Pondweed,3,NA
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Elodea,3,NA
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Flatstem Pondweed,3,NA
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Floating Bur-reed,3,NA
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Eurasian Watermilfoil,3,NA
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Elodea,3,NA
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Flatstem Pondweed,3,NA
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Elodea,3,NA
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Algal-leaved Pondweed,3,NA
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Coontail,3,NA
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Water Marigold,3,NA
Breezeswept North 1.4,Breezeswept North,4,A,2017-07-20,Elodea,3,NA
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Eurasian Watermilfoil,3,NA
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Elodea,3,NA
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Variable Pondweed,3,NA
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Algal-leaved Pondweed,3,NA
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Eurasian Watermilfoil,3,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Elodea,3,2
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Flatstem Pondweed,3,0
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Coontail,3,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Variable Pondweed,3,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Curly-leaf Pondweed,3,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Large-leaf Pondweed,3,0
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Water Stargrass,3,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Flatstem Pondweed,3,1
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Chara spp.,3,1
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Elodea,3,1
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Coontail,3,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Northern Milfoil,3,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Water Crowfoot,3,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Small Pondweed,3,1
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Eurasian Watermilfoil,3,3
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Water Stargrass,3,1
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Elodea,3,1
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Eel Grass/Water Celery,3,1
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Coontail,3,0
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Eurasian Watermilfoil,3,2
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Water Stargrass,3,2
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Elodea,3,1
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Coontail,3,1
FDS Control 1,FDS,1,A+B+C,2017-08-22,Eurasian Watermilfoil,3,2
FDS Control 1,FDS,1,A+B+C,2017-08-22,Water Stargrass,3,0
FDS Control 1,FDS,1,A+B+C,2017-08-22,Flatstem Pondweed,3,1
FDS Control 1,FDS,1,A+B+C,2017-08-22,Elodea,3,3
FDS Control 1,FDS,1,A+B+C,2017-08-22,Slender Naiad,3,0
FDS Control 1,FDS,1,A+B+C,2017-08-22,Water Crowfoot,3,0
FDS Control 2,FDS,2,A+B+C,2017-08-22,Eurasian Watermilfoil,3,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Flatstem Pondweed,3,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Coontail,3,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Elodea,3,4
FDS Control 2,FDS,2,A+B+C,2017-08-22,Eel Grass/Water Celery,3,1
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Eurasian Watermilfoil,3,3
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Flatstem Pondweed,3,0
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Clasping-leaf Pondweed,3,0
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Coontail,3,1
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Elodea,3,1
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Small Pondweed,3,1
Court West Bouy 5,Court West,5,A,2017-08-23,Eurasian Watermilfoil,3,NA
Court West Bouy 5,Court West,5,A,2017-08-23,Coontail,3,NA
Court West Bouy 5,Court West,5,A,2017-08-23,Water Stargrass,3,NA
Court West Bouy 5,Court West,5,A,2017-08-23,Flatstem Pondweed,3,NA
Court West Bouy 5,Court West,5,A,2017-08-23,Elodea,3,NA
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Eurasian Watermilfoil,3,3
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Elodea,3,2
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Coontail,3,2
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Clasping-leaf Pondweed,3,0
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Flatstem Pondweed,3,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Eurasian Watermilfoil,3,3
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Flatstem Pondweed,3,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Water Stargrass,3,0
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Coontail,3,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Elodea,3,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Small Pondweed,3,1
Court East Bouy 4,Court East,4,A,2017-08-23,Eurasian Watermilfoil,3,NA
Court East Bouy 4,Court East,4,A,2017-08-23,Elodea,3,NA
Court East Bouy 4,Court East,4,A,2017-08-23,Coontail,3,NA
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Eurasian Watermilfoil,3,2
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Variable Pondweed,3,0
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Coontail,3,1
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Flatstem Pondweed,3,1
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Elodea,3,3
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Various-leaved Watermilfoil,3,1
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Clasping-leaf Pondweed,3,1
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Eurasian Watermilfoil,3,2
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Flatstem Pondweed,3,2
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Elodea,3,4
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Variable Pondweed,3,0
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Coontail,3,2
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Water Stargrass,3,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Eurasian Watermilfoil,3,3
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Flatstem Pondweed,3,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Water Stargrass,3,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Coontail,3,2
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Various-leaved Watermilfoil,3,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Small Pondweed,3,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Eel Grass/Water Celery,3,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Elodea,3,2
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Water Marigold,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Small Pondweed,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Floating Bur-reed,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Water Marigold,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Water Stargrass,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Small Nitella,3,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Coontail,3,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Chara spp.,3,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Eel Grass/Water Celery,3,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Sago Pondweed,3,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Water Stargrass,3,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Floating Bur-reed,3,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Small Nitella,3,2
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Various-leaved Watermilfoil,3,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Chara spp.,3,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Elodea,3,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Coontail,3,1
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Eurasian Watermilfoil,3,2
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Coontail,3,0
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Water Stargrass,3,1
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Chara spp.,3,0
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Elodea,3,1
Hessel Marina Point 8,Hessel Marina,8,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Hessel Marina Point 8,Hessel Marina,8,A+B+C,2017-08-24,Clasping-leaf Pondweed,3,2
Hessel Marina Point 8,Hessel Marina,8,A+B+C,2017-08-24,Coontail,3,0
Hessel Marina Point 8,Hessel Marina,8,A+B+C,2017-08-24,Elodea,3,1
Hessel Marina Point 9,Hessel Marina,9,A+B+C,2017-08-24,Eurasian Watermilfoil,3,2
Hessel Marina Point 9,Hessel Marina,9,A+B+C,2017-08-24,Flatstem Pondweed,3,1
Hessel Marina Point 9,Hessel Marina,9,A+B+C,2017-08-24,Chara spp.,3,1
Hessel Marina Point 9,Hessel Marina,9,A+B+C,2017-08-24,Elodea,3,1
Hessel Marina Point 9,Hessel Marina,9,A+B+C,2017-08-24,Water Marigold,3,0
Niels bouy 1 South,Neil,1,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Niels bouy 1 South,Neil,1,A+B+C,2017-08-24,Slender Naiad,3,0
Niels bouy 1 South,Neil,1,A+B+C,2017-08-24,Chara spp.,3,0
Niels bouy 1 South,Neil,1,A+B+C,2017-08-24,Elodea,3,0
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Eurasian Watermilfoil,3,2
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Eel Grass/Water Celery,3,0
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Water Stargrass,3,1
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Elodea,3,0
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Water Crowfoot,3,1
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Chara spp.,3,2
Niels bouy 2 North,Neil,2,A+B+C,2017-08-24,Slender Naiad,3,1
Chappel bouy 3 East,Chappell,3,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Chappel bouy 3 East,Chappell,3,A+B+C,2017-08-24,Flatstem Pondweed,3,0
Chappel bouy 3 East,Chappell,3,A+B+C,2017-08-24,Slender Naiad,3,1
Chappel bouy 4 East,Chappell,4,A,2017-08-24,Eurasian Watermilfoil,3,2
Chappel bouy 5 West,Chappell,5,A+B+C,2017-08-24,Eurasian Watermilfoil,3,1
Chappel bouy 5 West,Chappell,5,A+B+C,2017-08-24,Clasping-leaf Pondweed,3,1
Chappel bouy 5 West,Chappell,5,A+B+C,2017-08-24,Slender Naiad,3,1
Howells Dock pt 3,Howells Dock,3,A+B+C,2017-08-25,Eurasian Watermilfoil,3,2
Howells Dock pt 3,Howells Dock,3,A+B+C,2017-08-25,Eel Grass/Water Celery,3,2
Howells Dock pt 3,Howells Dock,3,A+B+C,2017-08-25,Slender Naiad,3,0
Howells Dock pt 3,Howells Dock,3,A+B+C,2017-08-25,Flatstem Pondweed,3,0
Howells Dock pt 3,Howells Dock,3,A+B+C,2017-08-25,Clasping-leaf Pondweed,3,0
Howells Dock pt 2,Howells Dock,2,A+B+C,2017-08-25,Eurasian Watermilfoil,3,2
Howells Dock pt 2,Howells Dock,2,A+B+C,2017-08-25,Eel Grass/Water Celery,3,0
Howells Dock pt 2,Howells Dock,2,A+B+C,2017-08-25,Elodea,3,2
Howells Dock pt 2,Howells Dock,2,A+B+C,2017-08-25,Flatstem Pondweed,3,2
Howells Dock pt 1,Howells Dock,1,A+B+C,2017-08-25,Eurasian Watermilfoil,3,1
Howells Dock pt 1,Howells Dock,1,A+B+C,2017-08-25,Eel Grass/Water Celery,3,2
Howells Dock pt 1,Howells Dock,1,A+B+C,2017-08-25,Northern Milfoil,3,0
CRAMP-3,CRAMP,3,A+B+C,2018-08-20,Coontail,3,1
CRAMP-3,CRAMP,3,A+B+C,2018-08-20,Flatstem Pondweed,3,0
CRAMP-3,CRAMP,3,A+B+C,2018-08-20,Fries Pondweed,3,3
CRAMP-3,CRAMP,3,A+B+C,2018-08-20,Elodea,3,1
CRAMP-2,CRAMP,2,A+B+C,2018-08-20,Eurasian Watermilfoil,3,2
CRAMP-2,CRAMP,2,A+B+C,2018-08-20,Flatstem Pondweed,3,1
CRAMP-2,CRAMP,2,A+B+C,2018-08-20,Coontail,3,1
CRAMP-2,CRAMP,2,A+B+C,2018-08-20,Fries Pondweed,3,1
CRAMP-2,CRAMP,2,A+B+C,2018-08-20,Elodea,3,1
CRAMP-1,CRAMP,1,A+B+C,2018-08-20,Eurasian Watermilfoil,3,1
CRAMP-1,CRAMP,1,A+B+C,2018-08-20,Flatstem Pondweed,3,2
CRAMP-1,CRAMP,1,A+B+C,2018-08-20,Fries Pondweed,3,2
CRAMP-1,CRAMP,1,A+B+C,2018-08-20,Coontail,3,0
CRAMP-1,CRAMP,1,A+B+C,2018-08-20,Elodea,3,0
Urie Point,Urie Point,1,A+B+C,2018-08-22,Eurasian Watermilfoil,3,0
Howells Dock-1,Howells Dock,1,A+B+C,2018-08-22,Eurasian Watermilfoil,3,1
Howells Dock-1,Howells Dock,1,A+B+C,2018-08-22,Naiad,3,0
Howells Dock-1,Howells Dock,1,A+B+C,2018-08-22,Eel Grass/Water Celery,3,1
Howells Dock-1,Howells Dock,1,A+B+C,2018-08-22,Flatstem Pondweed,3,0
Howells Dock-2,Howells Dock,2,A+B+C,2018-08-22,Eurasian Watermilfoil,3,2
Howells Dock-2,Howells Dock,2,A+B+C,2018-08-22,Eel Grass/Water Celery,3,0
Howells Dock-2,Howells Dock,2,A+B+C,2018-08-22,Flatstem Pondweed,3,3
Howells Dock-2,Howells Dock,2,A+B+C,2018-08-22,Elodea,3,0
Howells Dock-3,Howells Dock,3,A+B+C,2018-08-22,Eurasian Watermilfoil,3,3
Howells Dock-3,Howells Dock,3,A+B+C,2018-08-22,Flatstem Pondweed,3,2
Howells Dock-3,Howells Dock,3,A+B+C,2018-08-22,Eel Grass/Water Celery,3,1
Neils Dock-1,Neil,1,A+B+C,2018-08-23,Eurasian Watermilfoil,3,2
Neils Dock-1,Neil,1,A+B+C,2018-08-23,Eel Grass/Water Celery,3,1
Neils Dock-1,Neil,1,A+B+C,2018-08-23,Naiad,3,1
Neils Dock-3,Neil,3,A+B+C,2018-08-23,Chara spp.,3,2
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Eurasian Watermilfoil,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Fries Pondweed,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Naiad,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Chara spp.,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Eel Grass/Water Celery,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Elodea,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Water Stargrass,3,1
Neils Dock-2,Neil,2,A+B+C,2018-08-23,Water Crowfoot,3,1
Hessel Marina-1,Hessel Marina,1,A+B+C,2018-08-23,Eurasian Watermilfoil,3,2
Hessel Marina-1,Hessel Marina,1,A+B+C,2018-08-23,Flatstem Pondweed,3,1
Hessel Marina-1,Hessel Marina,1,A+B+C,2018-08-23,Curly-leaf Pondweed,3,0
Hessel Marina-1,Hessel Marina,1,A+B+C,2018-08-23,Clasping-leaf Pondweed,3,2
Hessel Marina-2,Hessel Marina,2,A+B+C,2018-08-23,Eurasian Watermilfoil,3,1
Hessel Marina-2,Hessel Marina,2,A+B+C,2018-08-23,Clasping-leaf Pondweed,3,0
Hessel Marina-2,Hessel Marina,2,A+B+C,2018-08-23,Fries Pondweed,3,1
Hessel Marina-3,Hessel Marina,3,A+B+C,2018-08-23,Eurasian Watermilfoil,3,2
Hessel Marina-3,Hessel Marina,3,A+B+C,2018-08-23,Clasping-leaf Pondweed,3,0
Hessel Marina-3,Hessel Marina,3,A+B+C,2018-08-23,Flatstem Pondweed,3,0
Hessel Marina-3,Hessel Marina,3,A+B+C,2018-08-23,Elodea,3,0